inventory_item_id,card_name,inventory_value,legacy_displayed_price,asking_price,market_price,label_price,json_market_price,classification,proposed_game_id,proposed_game_label,game_mapping_basis,created_at,updated_at
"chaos-3995102bbeb4450dbd3171836055c969-76fd3eefa01d45a9","Slash, Reptile Rampager","0.96","0.96","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-7bca978a8cba4fe7","Prehistoric Pet","0.28","0.28","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-8018237a463c4478","Evie Frye","0.36","0.36","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-8fb4a7bd9d1648d9","Layla Hassan","0.35","0.35","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-9c1e40958fcf4660","Great Divide Guide","0.98","0.98","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-a6590686d4c5486a","Spirit Water Revival","0.98","0.98","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-c243ca3319dd4aa0","Armaggon, Future Shark","0.41","0.41","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-ca4eed6d3bf54680","Choreographed Sparks","0.35","0.35","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-d28808d4c7bb4d3a","Bristlebane Battler","0.28","0.28","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-d5cd836e691643ef","Armaggon, Future Shark","1.75","1.75","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-db9f8fe7afa24433","Postmortem Professor","0.24","0.24","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-e13bbfb6ef2a4a5d","Sally Pride, Lioness Leader","0.51","0.51","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-ea513b6a3e5d4fde","Party Dude","0.38","0.38","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-ef3e6a302e054cd6","Turtles Forever","0.76","0.76","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-3995102bbeb4450dbd3171836055c969-f766fc00f12441ca","The Vision","0.96","0.96","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-16 18:16:44.877878+00","2026-09-16 18:16:44.877878+00"
"chaos-48538c8782b14da8a3019f67ec80a723-01508d5c0460454f","Emancipation Angel","0.24","0.24","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-07b15baaa9764509","Affa Guard Hound","0.22","0.22","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-08efdb8fe6084c70","Diregraf Ghoul","0.64","0.64","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-0e06169b45fd476d","Vampire Nighthawk","0.50","0.50","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-1aca0ed49f0d44aa","Dauntless Onslaught","0.51","0.51","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-3fdad4a514874eaf","Marsh Casualties","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-47313ada92834242","Oust","1.62","1.62","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-5fe8aebd44e04696","Doom Blade","0.68","0.68","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-64e6322742e743a7","Gustcloak Sentinel","0.42","0.42","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-6cd7294d0d894e63","Arrow Volley Trap","0.36","0.36","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-72514eeec3a54391","Slayer of the Wicked","0.03","0.03","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-7be05762fbb441f1","Human Frailty","0.24","0.24","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-82c6699c426c4cc7","Dauntless Onslaught","0.20","0.20","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-849241b904104e91","Appetite for Brains","0.22","0.22","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-89fafd97d3704d1a","Abattoir Ghoul","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-8f6e29083fcc4e6d","Banisher Priest","0.16","0.16","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-93214ae1a6484a74","Smallpox","0.74","0.74","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-9366b0750d0f4db1","Gustcloak Skirmisher","0.75","0.75","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-948f478ee098479d","Shadows of the Past","1.02","1.02","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-9a8463c4fd0d4fd8","Thraben Heretic","0.38","0.38","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-a45e4aa3dcb54e4f","Tribute to Hunger","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-a896c00995c64f6d","Kabira Vindicator","0.78","0.78","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-b424af67ab104602","Squelching Leeches","0.24","0.24","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-bc6cd5c3443d452e","Stonecloaker","0.84","0.84","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-ce22f22e1f824e40","Topplegeist","0.48","0.48","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-d032c1e6575047fc","Carrier Thrall","0.95","0.95","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-d5fd927e65f146f0","Quest for the Gravelord","0.48","0.48","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-e5c3104d8e03416c","Ambition's Cost","0.93","0.93","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-e73674121b914e42","Smother","0.69","0.69","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-e80f08483e2b47f0","Corpsehatch","0.60","0.60","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-eb4e9c75b23949ee","Pawn of Ulamog","4.21","4.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-ee41c661d68c42b4","Barter in Blood","0.45","0.45","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-f524d580b1904c4a","Tooth Collector","0.10","0.10","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-f93347a58c2f4419","Moan of the Unhallowed","0.42","0.42","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-fbf1061fa44b49ec","Goldnight Redeemer","0.37","0.37","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-48538c8782b14da8a3019f67ec80a723-fec7bc384fc5426a","Dread Return","1.56","1.56","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-11 17:48:55.322287+00","2026-09-11 17:48:55.322287+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-01796ceee63c467a","Aerial Responder","0.34","0.34","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-024fb2e43d8a4e1a","Alaborn Cavalier","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-04d353e0160b45bf","Slaughter the Strong","0.54","0.54","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-0509063fbce04ab0","Order of Yawgmoth","0.23","0.23","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-0816d3bbb54b4d24","Annihilate","0.08","0.08","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-0d8f77491d3d4b20","Keening Banshee","0.15","0.15","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-111792e62f6e4d9c","Patron of the Valiant","0.17","0.17","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-184033b96fd24b62","Despark","0.39","0.39","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-1b33e566aa3e4adf","Vampire Nighthawk","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-1f473ed322554896","Darling of the Masses","0.50","0.50","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-200bb344fc4d421b","Hooded Horror","0.29","0.29","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-2321ab61f485453a","Sanguine Guard","0.16","0.16","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-24a9eb47e4d94c1f","Serra Angel","0.81","0.81","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-2b5f817eb80841c7","Darkblast","0.35","0.35","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-3b34c6e156554e67","Aerial Responder","0.10","0.10","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-4dc0dbbac7114548","Harm's Way","0.10","0.10","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-4e0b66c8764c46c4","Staff of the Mind Magus","0.21","0.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-59f0584f58c846cd","Serra Angel","0.48","0.48","0.25","","","","both_different","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-22 21:53:16.214234+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-5cdd5b9ee7614df6","Contaminated Drink","0.37","0.37","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-63205bdc409e46e2","Congregation Gryff","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-633d28cd775e41c3","Belfry Spirit","0.42","0.42","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-67e632bcdfdc49b8","Smuggler Captain","0.14","0.14","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-6955440458884d5e","Kabira Vindicator","0.30","0.30","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-6dad13e6761f4257","Crypt Champion","0.21","0.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-6ec44a2e4b2a4fd6","Icy Manipulator","0.40","0.40","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-6f047a5eed704ad7","Sengir Vampire","0.32","0.32","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-7684da7a3df840ec","Biomechan Engineer","0.32","0.32","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-790ac3da3982418c","Reprisal","0.21","0.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-80fc83c3227a478b","Reckless Spite","0.62","0.62","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-8347a0ea23004cfd","Crowd of Cinders","0.40","0.40","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-89c6663fe7904228","Stormfront Pegasus","0.57","0.57","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-89eaa9e9a52841a7","Phyrexian Defiler","0.15","0.15","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-8ae8aa67fa854adc","Corpse Connoisseur","0.52","0.52","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-9b9f3b65cb4e4744","Atzocan Seer","0.25","0.25","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-9ff1561674e3486a","Azorius Justiciar","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-a1c08b6c037c4cd6","Thrill-Kill Assassin","0.20","0.20","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-a22256add86f4495","At Knifepoint","0.29","0.29","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-a4dac8fa89754e76","Broodspinner","0.28","0.28","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-a73f948cd9f24ed1","Sengir Vampire","0.38","0.38","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-a7a6c1e5c65b4a54","Make a Stand","0.23","0.23","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-add0b5b5d29e4834","Survivor's Med Kit","0.33","0.33","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-b4a349923d5f493d","Metallurgeon","0.15","0.15","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-b50e45a87cf547e1","Staff of the Death Magus","0.25","0.25","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-b750855d34404450","Stoic Ephemera","0.12","0.12","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-beb5928708974b15","Abyssal Specter","0.40","0.40","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-c8bb84235cfb4daa","Kangee's Lieutenant","0.33","0.33","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-c96df6938f9d469f","Ugin's Construct","0.12","0.12","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-cbee182b69054eb3","Victimize","0.58","0.58","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-cd23dff2fd5c4c47","Reassembling Skeleton","0.65","0.65","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-cd2ab5549ba8436b","Temur Monument","0.12","0.12","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
"chaos-4a2bfbcd52ea4bcf910742ffaebf7da9-cd3e0cf43cd347af","Knight of Meadowgrain","0.27","0.27","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 03:02:56.243915+00","2026-09-09 03:02:56.243915+00"
